Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP_m,CP (0 to 4 deg),Reynolds Number
9.7,0,0.086557068,0.086557068,0.082950945,0.086557068,0.082950945,0,0,0,0,6.781761546,61.26740796,1.556192162,60.36835667,8945825
9.71,0,0.086485438,0.086485438,0.082886232,0.086485438,0.082886232,0,0,0,0,6.779052924,61.25912383,1.555981745,60.36185916,8955048
9.72,0,0.086413964,0.086413964,0.082821655,0.086413964,0.082821655,0,0,0,0,6.776347654,61.2508676,1.555772037,60.3553842,8964271
9.73,0,0.086342638,0.086342638,0.082757205,0.086342638,0.082757205,0,0,0,0,6.773646513,61.2426054,1.555562177,60.34890678,8973493
9.74,0,0.086271456,0.086271456,0.082692881,0.086271456,0.082692881,0,0,0,0,6.770948717,61.23428886,1.555350937,60.34239099,8982715
9.75,0,0.086200421,0.086200421,0.082628683,0.086200421,0.082628683,0,0,0,0,6.768253792,61.22599614,1.555140302,60.33589463,8991938
9.76,0,0.086129541,0.086129541,0.082564621,0.086129541,0.082564621,0,0,0,0,6.765563384,61.21765964,1.554928555,60.3293679,9001161
9.77,0,0.086058805,0.086058805,0.082500684,0.086058805,0.082500684,0,0,0,0,6.762877437,61.20936459,1.554717861,60.32287387,9010383
9.78,0,0.085988214,0.085988214,0.082436871,0.085988214,0.082436871,0,0,0,0,6.76019318,61.2010045,1.554505514,60.31633334,9019605
9.79,0,0.085917767,0.085917767,0.082373184,0.085917767,0.082373184,0,0,0,0,6.757513392,61.19267931,1.554294055,60.30982069,9028828
9.8,0,0.085847474,0.085847474,0.082309631,0.085847474,0.082309631,0,0,0,0,6.754837813,61.18434811,1.554082442,60.30330557,9038051
9.81,0,0.085777324,0.085777324,0.082246202,0.085777324,0.082246202,0,0,0,0,6.752165567,61.17597073,1.553869657,60.29675815,9047273
9.82,0,0.085707316,0.085707316,0.082182896,0.085707316,0.082182896,0,0,0,0,6.74949652,61.16761806,1.553657499,60.29023087,9056495
9.83,0,0.085637461,0.085637461,0.082119724,0.085637461,0.082119724,0,0,0,0,6.746830522,61.15921046,1.553443946,60.28366481,9065718
9.84,0,0.085567748,0.085567748,0.082056675,0.085567748,0.082056675,0,0,0,0,6.744170075,61.15085288,1.553231663,60.27713791,9074941
9.85,0,0.085498176,0.085498176,0.081993748,0.085498176,0.081993748,0,0,0,0,6.741511526,61.14243209,1.553017775,60.27056597,9084163
9.86,0,0.085428746,0.085428746,0.081930944,0.085428746,0.081930944,0,0,0,0,6.738857397,61.13404422,1.552804723,60.26402039,9093385
9.87,0,0.085359456,0.085359456,0.081868262,0.085359456,0.081868262,0,0,0,0,6.736205406,61.12564155,1.552591295,60.25746559,9102608
9.88,0,0.085290317,0.085290317,0.081805711,0.085290317,0.081805711,0,0,0,0,6.733558795,61.11720094,1.552376904,60.2508849,9111831
9.89,0,0.085221318,0.085221318,0.081743282,0.085221318,0.081743282,0,0,0,0,6.730915322,61.10878544,1.55216315,60.24432463,9121053
9.9,0,0.085152469,0.085152469,0.081680984,0.085152469,0.081680984,0,0,0,0,6.728275125,61.10032176,1.551948173,60.23773064,9130275
9.91,0,0.085083749,0.085083749,0.081618797,0.085083749,0.081618797,0,0,0,0,6.725638155,61.09189175,1.55173405,60.23116341,9139498
9.92,0,0.085015177,0.085015177,0.08155674,0.085015177,0.08155674,0,0,0,0,6.723005563,61.0834148,1.551518736,60.22456351,9148721
9.93,0,0.084946744,0.084946744,0.081494803,0.084946744,0.081494803,0,0,0,0,6.720375927,61.0749692,1.551304218,60.21798862,9157943
9.94,0,0.08487846,0.08487846,0.081432997,0.08487846,0.081432997,0,0,0,0,6.717749834,61.06647168,1.551088381,60.2113773,9167165
9.95,0,0.084810303,0.084810303,0.081371299,0.084810303,0.081371299,0,0,0,0,6.715127917,61.05801229,1.550873512,60.20479615,9176388
9.96,0,0.084742293,0.084742293,0.081309731,0.084742293,0.081309731,0,0,0,0,6.712508113,61.04949043,1.550657057,60.1981706,9185611
9.97,0,0.08467442,0.08467442,0.081248282,0.08467442,0.081248282,0,0,0,0,6.709893549,61.04101662,1.550441822,60.19158267,9194833
9.98,0,0.084606694,0.084606694,0.081186961,0.084606694,0.081186961,0,0,0,0,6.707281428,61.03248917,1.550225225,60.18495693,9204055
9.99,0,0.084539104,0.084539104,0.081125758,0.084539104,0.081125758,0,0,0,0,6.704673348,61.02399286,1.550009419,60.17835616,9213278
10,0,0.08447165,0.08447165,0.081064674,0.08447165,0.081064674,0,0,0,0,6.702068666,61.01548872,1.549793413,60.17175151,9222501
10.01,0,0.084461238,0.084461238,0.081060613,0.084461238,0.081060613,0,0,0,0,6.699467134,61.00693803,1.549576226,60.16511439,9231723
10.02,0,0.084447589,0.084447589,0.081053298,0.084447589,0.081053298,0,0,0,0,6.696869047,60.99841347,1.549359702,60.15849847,9240946
10.03,0,0.084433976,0.084433976,0.081046002,0.084433976,0.081046002,0,0,0,0,6.694274885,60.9898539,1.549142289,60.15185868,9250168
10.04,0,0.084420389,0.084420389,0.081038713,0.084420389,0.081038713,0,0,0,0,6.69168421,60.98132057,1.548925542,60.14524018,9259391
10.05,0,0.084406828,0.084406828,0.081031433,0.084406828,0.081031433,0,0,0,0,6.689096928,60.97273419,1.548707448,60.13858447,9268613
10.06,0,0.084393292,0.084393292,0.081024161,0.084393292,0.081024161,0,0,0,0,6.686512616,60.96418433,1.548490282,60.13195754,9277836
10.07,0,0.084379792,0.084379792,0.081016907,0.084379792,0.081016907,0,0,0,0,6.683932726,60.95558944,1.548271972,60.12529945,9287058
10.08,0,0.084366318,0.084366318,0.081009662,0.084366318,0.081009662,0,0,0,0,6.681355911,60.94702531,1.548054443,60.11866592,9296280
10.09,0,0.084352869,0.084352869,0.081002425,0.084352869,0.081002425,0,0,0,0,6.678782498,60.93841342,1.547835701,60.11199909,9305503
10.1,0,0.084339456,0.084339456,0.080995206,0.084339456,0.080995206,0,0,0,0,6.676212337,60.92983439,1.547617794,60.10535839,9314726
10.11,0,0.084326057,0.084326057,0.080987984,0.084326057,0.080987984,0,0,0,0,6.673645461,60.92120833,1.547398692,60.09868492,9323948
10.12,0,0.084312694,0.084312694,0.080980782,0.084312694,0.080980782,0,0,0,0,6.671082739,60.91257392,1.547179378,60.09200731,9333170
10.13,0,0.084299367,0.084299367,0.080973597,0.084299367,0.080973597,0,0,0,0,6.668522418,60.9039699,1.546960835,60.08535389,9342393
10.14,0,0.084286054,0.084286054,0.08096641,0.084286054,0.08096641,0,0,0,0,6.665966333,60.89532072,1.546741146,60.07866923,9351616
10.15,0,0.084272776,0.084272776,0.080959241,0.084272776,0.080959241,0,0,0,0,6.663414605,60.88671826,1.546522644,60.07202101,9360838
10.16,0,0.084259523,0.084259523,0.08095208,0.084259523,0.08095208,0,0,0,0,6.660865014,60.87805286,1.546302543,60.0653282,9370060
10.17,0,0.084246294,0.084246294,0.080944928,0.084246294,0.080944928,0,0,0,0,6.658318683,60.86942522,1.546083401,60.05866511,9379283
10.18,0,0.084233091,0.084233091,0.080937783,0.084233091,0.080937783,0,0,0,0,6.655776533,60.86075175,1.545863095,60.05197029,9388506
10.19,0,0.084219922,0.084219922,0.080930656,0.084219922,0.080930656,0,0,0,0,6.653236671,60.85210808,1.545643545,60.04529918,9397728
10.2,0,0.084206778,0.084206778,0.080923537,0.084206778,0.080923537,0,0,0,0,6.650701342,60.84341946,1.545422854,60.03859705,9406950
10.21,0,0.084193657,0.084193657,0.080916426,0.084193657,0.080916426,0,0,0,0,6.648168769,60.83476601,1.545203057,60.03192266,9416173
10.22,0,0.084180562,0.084180562,0.080909322,0.084180562,0.080909322,0,0,0,0,6.645640884,60.82607609,1.544982333,60.02522349,9425396
10.23,0,0.084167501,0.084167501,0.080902237,0.084167501,0.080902237,0,0,0,0,6.64311518,60.81740094,1.544761984,60.01853698,9434618
10.24,0,0.084154463,0.084154463,0.08089516,0.084154463,0.08089516,0,0,0,0,6.640592618,60.80868687,1.544540646,60.01182373,9443840
10.25,0,0.08414145,0.08414145,0.08088809,0.08414145,0.08088809,0,0,0,0,6.638074516,60.79997875,1.54431946,60.0051169,9453063
10.26,0,0.084128461,0.084128461,0.080881028,0.084128461,0.080881028,0,0,0,0,6.635558597,60.79128696,1.544098689,59.99842387,9462286
10.27,0,0.084115506,0.084115506,0.080873983,0.084115506,0.080873983,0,0,0,0,6.633046828,60.78255501,1.543876897,59.99170331,9471508
10.28,0,0.084102565,0.084102565,0.080866937,0.084102565,0.080866937,0,0,0,0,6.630538709,60.77386295,1.543656119,59.98501405,9480730
10.29,0,0.084089657,0.084089657,0.080859908,0.084089657,0.080859908,0,0,0,0,6.628032404,60.7651127,1.543433863,59.97828374,9489953
10.3,0,0.084076773,0.084076773,0.080852887,0.084076773,0.080852887,0,0,0,0,6.625530611,60.75640363,1.543212652,59.97158576,9499176
10.31,0,0.084063923,0.084063923,0.080845883,0.084063923,0.080845883,0,0,0,0,6.623032002,60.74764636,1.542990218,59.96485425,9508398
10.32,0,0.084051096,0.084051096,0.080838887,0.084051096,0.080838887,0,0,0,0,6.620537882,60.73889022,1.542767812,59.95812563,9517620
10.33,0,0.084038293,0.084038293,0.080831899,0.084038293,0.080831899,0,0,0,0,6.618045758,60.73016297,1.542546139,59.95142,9526843
10.34,0,0.084025513,0.084025513,0.080824919,0.084025513,0.080824919,0,0,0,0,6.615557053,60.72138924,1.542323287,59.94468216,9536066
10.35,0,0.084012757,0.084012757,0.080817946,0.084012757,0.080817946,0,0,0,0,6.613071559,60.71265127,1.542101342,59.93797248,9545288
10.36,0,0.084000033,0.084000033,0.08081099,0.084000033,0.08081099,0,0,0,0,6.610590259,60.70387488,1.541878422,59.9312366,9554510
10.37,0,0.083987333,0.083987333,0.080804042,0.083987333,0.080804042,0,0,0,0,6.608111386,60.6951148,1.541655916,59.92451452,9563733
10.38,0,0.083974656,0.083974656,0.080797101,0.083974656,0.080797101,0,0,0,0,6.605635646,60.68631498,1.5414324,59.91776515,9572956
10.39,0,0.083962002,0.083962002,0.080790169,0.083962002,0.080790169,0,0,0,0,6.603164437,60.6775281,1.541209214,59.91102735,9582178
10.4,0,0.083949381,0.083949381,0.080783253,0.083949381,0.080783253,0,0,0,0,6.600695274,60.66875699,1.540986428,59.9043029,9591400
10.41,0,0.083936782,0.083936782,0.080776345,0.083936782,0.080776345,0,0,0,0,6.598230303,60.65994627,1.540762635,59.89755139,9600623
10.42,0,0.083924206,0.083924206,0.080769444,0.083924206,0.080769444,0,0,0,0,6.59576781,60.65116471,1.540539584,59.8908231,9609846
10.43,0,0.083911654,0.083911654,0.080762551,0.083911654,0.080762551,0,0,0,0,6.593309485,60.64234514,1.540315566,59.88406893,9619068
10.44,0,0.083899123,0.083899123,0.080755665,0.083899123,0.080755665,0,0,0,0,6.590853409,60.63351599,1.540091306,59.87730954,9628290
10.45,0,0.083886625,0.083886625,0.080748797,0.083886625,0.080748797,0,0,0,0,6.588401732,60.62473141,1.539868178,59.8705849,9637513
10.46,0,0.08387415,0.08387415,0.080741935,0.08387415,0.080741935,0,0,0,0,6.585952144,60.61588525,1.539643485,59.86381685,9646736
10.47,0,0.083861697,0.083861697,0.080735081,0.083861697,0.080735081,0,0,0,0,6.583507104,60.60709215,1.539420141,59.85708978,9655958
10.48,0,0.083849276,0.083849276,0.080728245,0.083849276,0.080728245,0,0,0,0,6.581065066,60.59824482,1.539195419,59.85032483,9665180
10.49,0,0.083836868,0.083836868,0.080721406,0.083836868,0.080721406,0,0,0,0,6.578625456,60.58938709,1.538970432,59.84355408,9674403
10.5,0,0.083824491,0.083824491,0.080714584,0.083824491,0.080714584,0,0,0,0,6.576189185,60.58057422,1.538746585,59.83681812,9683626
10.51,0,0.083812137,0.083812137,0.080707769,0.083812137,0.080707769,0,0,0,0,6.573756836,60.57171451,1.538521549,59.83004983,9692848
10.52,0,0.083799805,0.083799805,0.080700961,0.083799805,0.080700961,0,0,0,0,6.571327224,60.56284672,1.538296307,59.82327747,9702071
10.53,0,0.083787504,0.083787504,0.080694171,0.083787504,0.080694171,0,0,0,0,6.568901607,60.55401698,1.538072031,59.81653499,9711293
10.54,0,0.083775226,0.083775226,0.080687387,0.083775226,0.080687387,0,0,0,0,6.566478375,60.54513863,1.537846521,59.80975871,9720516
10.55,0,0.08376296,0.08376296,0.080680601,0.08376296,0.080680601,0,0,0,0,6.564058293,60.53625831,1.537620961,59.80298288,9729738
10.56,0,0.083750725,0.083750725,0.080673833,0.083750725,0.080673833,0,0,0,0,6.561641656,60.52740935,1.537396197,59.79623196,9738961
10.57,0,0.083738521,0.083738521,0.080667081,0.083738521,0.080667081,0,0,0,0,6.559229193,60.5185283,1.537170619,59.78945955,9748183
10.58,0,0.08372633,0.08372633,0.080660326,0.08372633,0.080660326,0,0,0,0,6.556819078,60.50963749,1.536944792,59.78268181,9757406
10.59,0,0.083714169,0.083714169,0.080653588,0.083714169,0.080653588,0,0,0,0,6.55441205,60.50077586,1.536719707,59.77592733,9766628
10.6,0,0.083702031,0.083702031,0.080646858,0.083702031,0.080646858,0,0,0,0,6.552008516,60.4918764,1.536493661,59.76914708,9775851
10.61,0,0.083689923,0.083689923,0.080640144,0.083689923,0.080640144,0,0,0,0,6.54960816,60.48300572,1.536268345,59.76238981,9785073
10.62,0,0.083677827,0.083677827,0.080633428,0.083677827,0.080633428,0,0,0,0,6.54720998,60.4740917,1.536041929,59.75560261,9794295
10.63,0,0.083665752,0.083665752,0.080626718,0.083665752,0.080626718,0,0,0,0,6.544816157,60.46517972,1.535815565,59.74881894,9803518
10.64,0,0.083653709,0.083653709,0.080620026,0.083653709,0.080620026,0,0,0,0,6.542424633,60.45629648,1.53558993,59.74205809,9812741
10.65,0,0.083641686,0.083641686,0.08061334,0.083641686,0.08061334,0,0,0,0,6.540037513,60.44737524,1.535363331,59.7352715,9821963
10.66,0,0.083629694,0.083629694,0.080606671,0.083629694,0.080606671,0,0,0,0,6.537652382,60.43844274,1.535136446,59.72847843,9831185
10.67,0,0.083617714,0.083617714,0.080599999,0.083617714,0.080599999,0,0,0,0,6.535271768,60.42955714,1.534910751,59.72172172,9840408
10.68,0,0.083605764,0.083605764,0.080593345,0.083605764,0.080593345,0,0,0,0,6.532893377,60.42062183,1.534683794,59.71493044,9849631
10.69,0,0.083593835,0.083593835,0.080586696,0.083593835,0.080586696,0,0,0,0,6.530518185,60.41168509,1.534456801,59.70814003,9858853
10.7,0,0.083581926,0.083581926,0.080580055,0.083581926,0.080580055,0,0,0,0,6.528146338,60.40277883,1.534230582,59.70137383,9868075
10.71,0,0.083570039,0.083570039,0.080573421,0.083570039,0.080573421,0,0,0,0,6.525776502,60.39382942,1.534003267,59.69457784,9877298
10.72,0,0.083558182,0.083558182,0.080566803,0.083558182,0.080566803,0,0,0,0,6.523411304,60.38487541,1.533775835,59.68778057,9886521
10.73,0,0.083546345,0.083546345,0.080560193,0.083546345,0.080560193,0,0,0,0,6.521049149,60.37592596,1.533548519,59.68098851,9895743
10.74,0,0.08353453,0.08353453,0.080553589,0.08353453,0.080553589,0,0,0,0,6.518689288,60.36700444,1.533321913,59.67421867,9904965
10.75,0,0.083522734,0.083522734,0.080546992,0.083522734,0.080546992,0,0,0,0,6.516332806,60.35804348,1.533094304,59.66742193,9914188
10.76,0,0.083510959,0.083510959,0.080540401,0.083510959,0.080540401,0,0,0,0,6.513979564,60.34908106,1.532866659,59.66062604,9923411
10.77,0,0.083499214,0.083499214,0.080533828,0.083499214,0.080533828,0,0,0,0,6.511629576,60.34014988,1.532639807,59.65385486,9932634
10.78,0,0.083487489,0.083487489,0.080527261,0.083487489,0.080527261,0,0,0,0,6.509282888,60.33117747,1.532411908,59.64705549,9941855
10.79,0,0.083475785,0.083475785,0.080520701,0.083475785,0.080520701,0,0,0,0,6.506939447,60.32221,1.532184134,59.64026163,9951078
10.8,0,0.0834641,0.0834641,0.080514147,0.0834641,0.080514147,0,0,0,0,6.504598158,60.31326331,1.531956888,59.63348473,9960301
10.81,0,0.083452435,0.083452435,0.0805076,0.083452435,0.0805076,0,0,0,0,6.502260259,60.30427909,1.531728689,59.62668235,9969523
10.82,0,0.083440801,0.083440801,0.08050107,0.083440801,0.08050107,0,0,0,0,6.499925592,60.29529198,1.531500416,59.61987977,9978745
10.83,0,0.083429186,0.083429186,0.080494546,0.083429186,0.080494546,0,0,0,0,6.497594119,60.28634068,1.531273053,59.61310522,9987968
10.84,0,0.083417591,0.083417591,0.080488029,0.083417591,0.080488029,0,0,0,0,6.4952661,60.27735775,1.531044887,59.60630952,9997191
10.85,0,0.083406016,0.083406016,0.080481519,0.083406016,0.080481519,0,0,0,0,6.492940105,60.26835717,1.530816272,59.59950271,10006410
10.86,0,0.083394471,0.083394471,0.080475025,0.083394471,0.080475025,0,0,0,0,6.490617509,60.25935593,1.530587641,59.59269735,10015640
10.87,0,0.083382935,0.083382935,0.080468527,0.083382935,0.080468527,0,0,0,0,6.488298388,60.25039155,1.530359945,59.5859208,10024860
10.88,0,0.083371429,0.083371429,0.080462047,0.083371429,0.080462047,0,0,0,0,6.485982286,60.24138626,1.530131211,59.57911628,10034080
10.89,0,0.083359942,0.083359942,0.080455572,0.083359942,0.080455572,0,0,0,0,6.48366945,60.23238112,1.52990248,59.57231377,10043300
10.9,0,0.083348475,0.083348475,0.080449104,0.083348475,0.080449104,0,0,0,0,6.481358807,60.22336389,1.529673443,59.56550425,10052520
10.91,0,0.083337037,0.083337037,0.080442653,0.083337037,0.080442653,0,0,0,0,6.479051592,60.21439042,1.529445517,59.55872855,10061750
10.92,0,0.083325619,0.083325619,0.080436208,0.083325619,0.080436208,0,0,0,0,6.476747751,60.2053734,1.529216484,59.55192302,10070970
10.93,0,0.083314209,0.083314209,0.08042976,0.083314209,0.08042976,0,0,0,0,6.474446948,60.19635884,1.528987514,59.54512115,10080190
10.94,0,0.08330283,0.08330283,0.080423328,0.08330283,0.080423328,0,0,0,0,6.472148491,60.18736565,1.528759087,59.53833667,10089420
10.95,0,0.083291479,0.083291479,0.080416913,0.083291479,0.080416913,0,0,0,0,6.469854323,60.1783496,1.52853008,59.53153753,10098640
10.96,0,0.083280137,0.083280137,0.080410493,0.083280137,0.080410493,0,0,0,0,6.467561382,60.16931294,1.528300549,59.52472507,10107860
10.97,0,0.083268824,0.083268824,0.080404091,0.083268824,0.080404091,0,0,0,0,6.465272683,60.16028535,1.528071248,59.51792122,10117080
10.98,0,0.08325752,0.08325752,0.080397684,0.08325752,0.080397684,0,0,0,0,6.462986151,60.15128386,1.52784261,59.51113816,10126300
10.99,0,0.083246255,0.083246255,0.080391304,0.083246255,0.080391304,0,0,0,0,6.460703982,60.1422514,1.527613186,59.50433455,10135530
11,0,0.083234999,0.083234999,0.08038492,0.083234999,0.08038492,0,0,0,0,6.45842407,60.13321758,1.527383726,59.49753175,10144750
11.01,0,0.083223762,0.083223762,0.080378543,0.083223762,0.080378543,0,0,0,0,6.456146431,60.12416624,1.527153822,59.490718,10153970
11.02,0,0.083212553,0.083212553,0.080372182,0.083212553,0.080372182,0,0,0,0,6.453873095,60.11516541,1.526925201,59.483943,10163200
11.03,0,0.083201363,0.083201363,0.080365827,0.083201363,0.080365827,0,0,0,0,6.451602021,60.10611879,1.526695417,59.47713648,10172420
11.04,0,0.083190192,0.083190192,0.080359478,0.083190192,0.080359478,0,0,0,0,6.449334147,60.09707546,1.526465717,59.47033424,10181640
11.05,0,0.083179039,0.083179039,0.080353136,0.083179039,0.080353136,0,0,0,0,6.447068628,60.08801721,1.526235637,59.46352294,10190860
11.06,0,0.083167905,0.083167905,0.0803468,0.083167905,0.0803468,0,0,0,0,6.444807251,60.0790024,1.526006661,59.45674523,10200090
11.07,0,0.083156799,0.083156799,0.08034048,0.083156799,0.08034048,0,0,0,0,6.442548238,60.06995456,1.525776846,59.44994529,10209310
11.08,0,0.083145702,0.083145702,0.080334156,0.083145702,0.080334156,0,0,0,0,6.440291178,60.06088713,1.525546533,59.44313286,10218530
11.09,0,0.083134633,0.083134633,0.080327848,0.083134633,0.080327848,0,0,0,0,6.438038692,60.0518301,1.525316484,59.43633002,10227750
11.1,0,0.083123592,0.083123592,0.080321557,0.083123592,0.080321557,0,0,0,0,6.435788459,60.04276902,1.525086333,59.42952602,10236980
11.11,0,0.083112559,0.083112559,0.080315262,0.083112559,0.080315262,0,0,0,0,6.433540222,60.03373382,1.524856839,59.42274261,10246200
11.12,0,0.083101544,0.083101544,0.080308973,0.083101544,0.080308973,0,0,0,0,6.431296548,60.02467662,1.524626786,59.41594521,10255420
11.13,0,0.083090557,0.083090557,0.080302699,0.083090557,0.080302699,0,0,0,0,6.429054897,60.01560232,1.524396299,59.40913715,10264640
11.14,0,0.08307959,0.08307959,0.080296433,0.08307959,0.080296433,0,0,0,0,6.426816531,60.00653919,1.524166095,59.4023391,10273870
11.15,0,0.083068639,0.083068639,0.080290172,0.083068639,0.080290172,0,0,0,0,6.424580553,59.99749741,1.523936434,59.39555837,10283090
11.16,0,0.083057716,0.083057716,0.080283927,0.083057716,0.080283927,0,0,0,0,6.422347604,59.98841597,1.523705766,59.38875067,10292310
11.17,0,0.083046802,0.083046802,0.080277678,0.083046802,0.080277678,0,0,0,0,6.420118166,59.97934095,1.52347526,59.38194955,10301530
11.18,0,0.083035914,0.083035914,0.080271446,0.083035914,0.080271446,0,0,0,0,6.417890665,59.97026095,1.523244628,59.37514657,10310760
11.19,0,0.083025035,0.083025035,0.080265209,0.083025035,0.080265209,0,0,0,0,6.415667703,59.96118411,1.523014076,59.36834789,10319980
11.2,0,0.083014184,0.083014184,0.080258989,0.083014184,0.080258989,0,0,0,0,6.413445966,59.9521314,1.522784138,59.36156841,10329200
11.21,0,0.08300336,0.08300336,0.080252784,0.08300336,0.080252784,0,0,0,0,6.411228298,59.94305551,1.52255361,59.35477406,10338420
11.22,0,0.082992544,0.082992544,0.080246575,0.082992544,0.080246575,0,0,0,0,6.409011767,59.93395878,1.522322553,59.34796626,10347650
11.23,0,0.082981755,0.082981755,0.080240382,0.082981755,0.080240382,0,0,0,0,6.406799871,59.92487246,1.522091761,59.34116803,10356870
11.24,0,0.082970974,0.082970974,0.080234185,0.082970974,0.080234185,0,0,0,0,6.404590976,59.91579008,1.521861068,59.33437451,10366090
11.25,0,0.08296022,0.08296022,0.080228005,0.08296022,0.080228005,0,0,0,0,6.40238461,59.90673618,1.521631099,59.32760346,10375310
11.26,0,0.082949483,0.082949483,0.080221829,0.082949483,0.080221829,0,0,0,0,6.400180071,59.89763304,1.521399879,59.32079842,10384540
11.27,0,0.082938774,0.082938774,0.080215671,0.082938774,0.080215671,0,0,0,0,6.397979987,59.88854518,1.521169048,59.31400646,10393760
11.28,0,0.082928073,0.082928073,0.080209508,0.082928073,0.080209508,0,0,0,0,6.395781196,59.87944519,1.520937908,59.30720738,10402980
11.29,0,0.082917398,0.082917398,0.08020336,0.082917398,0.08020336,0,0,0,0,6.393585397,59.87034225,1.520706693,59.30040802,10412200
11.3,0,0.082906741,0.082906741,0.080197219,0.082906741,0.080197219,0,0,0,0,6.391394101,59.86124835,1.520475708,59.2936172,10421430
11.31,0,0.0828961,0.0828961,0.080191083,0.0828961,0.080191083,0,0,0,0,6.389203917,59.85217906,1.520245348,59.2868459,10430650
11.32,0,0.082885477,0.082885477,0.080184953,0.082885477,0.080184953,0,0,0,0,6.38701705,59.84307873,1.5200142,59.28005396,10439870
11.33,0,0.08287487,0.08287487,0.080178829,0.08287487,0.080178829,0,0,0,0,6.384833217,59.8339691,1.519782815,59.27325713,10449090
11.34,0,0.082864291,0.082864291,0.080172721,0.082864291,0.080172721,0,0,0,0,6.382652993,59.82487375,1.519551793,59.26647255,10458320
11.35,0,0.082853728,0.082853728,0.080166618,0.082853728,0.080166618,0,0,0,0,6.380474617,59.81576638,1.519320466,59.259681,10467540
11.36,0,0.082843183,0.082843183,0.080160522,0.082843183,0.080160522,0,0,0,0,6.378298846,59.80668749,1.519089862,59.25291189,10476760
11.37,0,0.082832654,0.082832654,0.080154431,0.082832654,0.080154431,0,0,0,0,6.376127056,59.79758548,1.518858671,59.24612795,10485980
11.38,0,0.082822142,0.082822142,0.080148346,0.082822142,0.080148346,0,0,0,0,6.373956407,59.78846949,1.518627125,59.23933556,10495210
11.39,0,0.082811657,0.082811657,0.080142277,0.082811657,0.080142277,0,0,0,0,6.371790309,59.77936377,1.51839584,59.23255259,10504430
11.4,0,0.082801178,0.082801178,0.080136203,0.082801178,0.080136203,0,0,0,0,6.369625165,59.77024345,1.518164184,59.2257607,10513650
11.41,0,0.082790725,0.082790725,0.080130144,0.082790725,0.080130144,0,0,0,0,6.367464216,59.76112479,1.51793257,59.21897195,10522870
11.42,0,0.08278029,0.08278029,0.080124092,0.08278029,0.080124092,0,0,0,0,6.365305816,59.75205464,1.517702188,59.21222013,10532100
11.43,0,0.082769871,0.082769871,0.080118045,0.082769871,0.080118045,0,0,0,0,6.363150596,59.74293882,1.517470646,59.20543709,10541320
11.44,0,0.082759478,0.082759478,0.080112014,0.082759478,0.080112014,0,0,0,0,6.360997461,59.73381927,1.517239009,59.19865309,10550540
11.45,0,0.082749092,0.082749092,0.080105979,0.082749092,0.080105979,0,0,0,0,6.358846442,59.72468958,1.517007115,59.19186352,10559760
11.46,0,0.082738732,0.082738732,0.080099959,0.082738732,0.080099959,0,0,0,0,6.356699888,59.71558126,1.516775764,59.18509137,10568990
11.47,0,0.082728388,0.082728388,0.080093945,0.082728388,0.080093945,0,0,0,0,6.34899862,59.70644782,1.516543775,59.17951301,10578210
11.48,0,0.082718061,0.082718061,0.080087936,0.082718061,0.080087936,0,0,0,0,6.346135801,59.69733499,1.516312309,59.17289234,10587430
11.49,0,0.08270775,0.08270775,0.080081933,0.08270775,0.080081933,0,0,0,0,6.343276111,59.68824855,1.516081513,59.16629087,10596650
11.5,0,0.082697455,0.082697455,0.080075936,0.082697455,0.080075936,0,0,0,0,6.3404202,59.67912308,1.515849726,59.15966126,10605880
11.51,0,0.082687185,0.082687185,0.080069953,0.082687185,0.080069953,0,0,0,0,6.33756852,59.66999538,1.515617883,59.1530302,10615100
11.52,0,0.082676933,0.082676933,0.080063977,0.082676933,0.080063977,0,0,0,0,6.334720367,59.66086578,1.515385991,59.14639788,10624320
11.53,0,0.082666696,0.082666696,0.080058006,0.082666696,0.080058006,0,0,0,0,6.331876439,59.65174043,1.515154207,59.13976881,10633540
11.54,0,0.082656475,0.082656475,0.080052041,0.082656475,0.080052041,0,0,0,0,6.32903694,59.64261997,1.514922547,59.13314347,10642770
11.55,0,0.08264627,0.08264627,0.080046081,0.08264627,0.080046081,0,0,0,0,6.326200985,59.63349109,1.514690674,59.12651216,10651990
11.56,0,0.08263608,0.08263608,0.080040127,0.08263608,0.080040127,0,0,0,0,6.323368556,59.62439725,1.51445969,59.11990633,10661210
11.57,0,0.082625917,0.082625917,0.080034188,0.082625917,0.080034188,0,0,0,0,6.320541278,59.61527211,1.514227912,59.11327809,10670430
11.58,0,0.08261577,0.08261577,0.080028254,0.08261577,0.080028254,0,0,0,0,6.317716628,59.60613582,1.51399585,59.10664182,10679660
11.59,0,0.082605638,0.082605638,0.080022326,0.082605638,0.080022326,0,0,0,0,6.314896049,59.59700342,1.513763887,59.10000854,10688880
11.6,0,0.082595521,0.082595521,0.080016404,0.082595521,0.080016404,0,0,0,0,6.31208003,59.58787808,1.513532103,59.09338057,10698100
11.61,0,0.082585421,0.082585421,0.080010487,0.082585421,0.080010487,0,0,0,0,6.309266461,59.57874107,1.513300023,59.08674419,10707320
11.62,0,0.082575336,0.082575336,0.080004574,0.082575336,0.080004574,0,0,0,0,6.306458171,59.56961083,1.513068115,59.08011298,10716550
